0,376
0,701
0,1110
0,1232
0,1397
0,1443
0,2347
0,2828
0,3283
0,3475
0,3555
0,3672
0,3837
0,4261
0,4630
1,21
1,847
1,1559
1,1618
1,2639
1,2643
1,2714
1,3259
1,3409
1,3435
1,4157
2,132
2,274
2,349
2,1134
2,1491
2,1516
2,1710
2,2006
2,2559
2,3289
2,3470
2,3626
2,3729
2,4614
2,4944
3,552
3,1045
3,1798
3,1995
3,2533
3,2601
3,3802
3,3892
3,4592
3,4658
3,4735
4,918
4,1423
4,2311
4,2765
4,3251
4,3268
4,3468
4,3688
4,3803
4,4111
4,4195
4,4276
4,4582
5,566
5,1100
5,1321
5,1545
5,1936
5,2426
5,4158
5,4562
5,4593
5,4662
5,4858
6,51
6,160
6,322
6,633
6,1297
6,1430
6,1801
6,1920
6,2588
6,3001
6,4339
6,4801
7,1432
7,2003
7,2200
7,2222
7,2667
7,2913
7,3190
7,3601
7,4437
7,4468
8,172
8,740
8,951
8,1177
8,1240
8,1560
8,2062
8,2415
8,2561
8,2920
8,3164
8,3296
8,3398
8,3960
8,4482
8,4957
9,743
9,921
9,1582
9,2849
9,3103
9,3357
9,3591
9,3773
9,3858
9,3912
9,4365
9,4960
10,482
10,931
10,976
10,1194
10,1415
10,1510
10,1872
10,2331
10,2395
10,2909
10,3050
10,3446
10,3966
10,4138
10,4504
11,240
11,413
11,489
11,1008
11,1087
11,1181
11,1361
11,2276
11,2548
11,2817
11,3347
11,3489
11,3497
11,3609
11,4018
11,4113
11,4166
11,4577
12,167
12,323
12,790
12,842
12,934
12,1253
12,1419
12,1503
12,1801
12,2031
12,2105
12,2610
12,3308
12,3914
12,4092
12,4780
13,58
13,250
13,454
13,728
13,1029
13,1650
13,1999
13,2012
13,2177
13,2419
13,2862
13,3314
13,3695
13,3832
13,3872
13,4214
13,4407
13,4455
13,4502
13,4746
13,4904
14,120
14,209
14,234
14,310
14,531
14,565
14,884
14,990
14,1280
14,2112
14,2299
14,2954
14,3189
14,3430
14,4440
14,4636
14,4904
15,263
15,379
15,648
15,815
15,1072
15,1284
15,1399
15,1486
15,2404
15,2584
15,3150
15,3185
15,3285
15,3351
15,3485
15,3847
15,3895
15,4243
15,4354
15,4575
15,4589
15,4656
15,4764
15,4912
15,4956
16,176
16,530
16,1105
16,1293
16,1499
16,1774
16,1808
16,2074
16,2207
16,3227
16,3461
16,4025
16,4307
16,4785
17,324
17,415
17,1247
17,1253
17,1702
17,2546
17,2807
17,2991
17,3221
17,3377
17,3422
17,3425
17,3690
17,4050
17,4507
17,4912
18,840
18,1755
18,2586
18,3075
18,3078
18,4026
18,4482
18,4664
18,4824
19,1187
19,1296
19,1504
19,1515
19,2199
19,2626
19,3436
19,4357
19,4359
19,4408
20,190
20,215
20,265
20,545
20,1430
20,1720
20,1722
20,1999
20,2502
20,2575
20,2691
20,2876
20,4082
20,4341
20,4926
21,1
21,271
21,628
21,1369
21,1464
21,1517
21,3459
21,4242
21,4515
21,4852
22,154
22,339
22,385
22,528
22,1129
22,1426
22,2137
22,2976
22,3382
22,3863
22,3888
22,3942
23,675
23,1365
23,1735
23,2412
23,2561
23,3164
23,3201
23,3974
23,4236
23,4982
24,163
24,222
24,1497
24,2302
24,2384
24,3063
24,3284
24,3773
24,3813
24,4083
24,4174
24,4197
24,4992
25,271
25,599
25,744
25,1047
25,1201
25,1361
25,1942
25,2616
25,2772
25,3142
25,3448
25,3715
25,3986
25,4075
25,4346
25,4430
25,4890
26,153
26,322
26,587
26,632
26,647
26,832
26,1009
26,1088
26,1411
26,2440
26,2472
26,2708
26,3293
26,3376
26,3955
26,4743
27,686
27,1326
27,1521
27,1827
27,2146
27,2295
27,2413
27,3240
27,3336
27,3833
27,4114
27,4672
27,4745
27,4917
28,514
28,1615
28,2636
28,3121
28,3269
28,3577
28,3619
28,3865
28,4157
28,4223
28,4675
29,293
29,372
29,845
29,1529
29,1680
29,3400
29,3515
29,3670
29,3695
29,4170
29,4199
30,132
30,463
30,652
30,1341
30,1520
30,1781
30,2248
30,3025
30,4022
30,4279
30,4767
31,646
31,1101
31,1372
31,1495
31,1797
31,2130
31,2169
31,2322
31,2751
31,3116
31,3909
32,39
32,484
32,676
32,813
32,1081
32,1428
32,3387
32,3842
32,3906
33,88
33,1064
33,1095
33,1183
33,1414
33,1582
33,1590
33,2416
33,3348
33,3391
33,3557
33,3614
33,4625
33,4706
33,4840
33,4939
34,733
34,765
34,820
34,1056
34,1156
34,1386
34,2166
34,2407
34,2450
34,2693
34,3647
34,3711
34,3792
34,3821
35,425
35,1269
35,1522
35,1820
35,2159
35,2389
35,3293
35,3310
35,3338
35,3395
35,3688
35,3778
35,4151
35,4425
35,4904
36,75
36,97
36,618
36,928
36,1384
36,1499
36,1769
36,2086
36,2101
36,3194
36,3656
36,3732
36,3825
36,3830
36,4346
36,4998
37,413
37,608
37,852
37,1354
37,1363
37,1504
37,1981
37,2092
37,2562
37,2647
37,3026
37,3135
37,3183
37,3362
37,3640
37,4395
37,4820
38,614
38,1366
38,2008
38,2015
38,2493
38,3465
38,3488
38,3583
38,4095
38,4211
38,4345
39,32
39,727
39,1515
39,1611
39,1764
39,1842
39,2215
39,2519
39,2859
39,3020
39,3249
39,3519
39,3907
39,4251
40,288
40,777
40,1006
40,1146
40,1596
40,1924
40,2140
40,2693
40,3635
40,3768
40,3888
40,4039
40,4418
40,4484
41,589
41,678
41,785
41,1079
41,1913
41,2356
41,2911
41,3120
41,3194
41,3257
41,3875
41,4178
41,4850
41,4902
42,102
42,132
42,428
42,938
42,1814
42,1853
42,2251
42,2879
42,2939
42,3032
42,3532
42,3916
42,4028
42,4699
43,131
43,238
43,388
43,939
43,961
43,1813
43,2052
43,2492
43,2744
43,2941
43,2950
43,3146
43,3229
43,3581
43,4847
43,4915
44,281
44,306
44,880
44,1459
44,2506
44,2518
44,3654
44,4002
44,4250
44,4615
44,4910
45,164
45,796
45,1129
45,1232
45,1306
45,2115
45,3684
45,4474
45,4537
45,4546
46,252
46,335
46,783
46,1030
46,1316
46,1327
46,1570
46,1772
46,1839
46,2046
46,2091
46,2553
46,3020
46,3280
46,3584
46,3714
46,3745
46,4098
46,4139
46,4176
46,4593
47,313
47,590
47,966
47,1095
47,1827
47,1999
47,2052
47,2432
47,2621
47,2716
47,2769
47,3016
47,3049
47,3219
47,3986
47,4251
47,4548
47,4938
48,1363
48,1647
48,1721
48,2130
48,2143
48,3044
48,3366
48,3570
48,3734
48,3779
48,4010
48,4034
48,4734
48,4823
49,234
49,692
49,2771
49,2816
49,3565
49,3646
49,3684
49,4229
49,4283
49,4397
49,4754
49,4886
50,1540
50,1710
50,2731
50,2977
50,3004
50,3017
50,3631
50,3983
51,6
51,265
51,918
51,1170
51,1289
51,1316
51,1650
51,2048
51,2057
51,3618
51,4048
51,4675
51,4734
52,697
52,731
52,842
52,1150
52,1259
52,1349
52,1578
52,1580
52,2529
52,2666
52,2834
52,2904
52,2906
52,3816
52,4218
52,4804
52,4806
53,1052
53,1061
53,1345
53,1856
53,1931
53,2414
53,2720
53,2738
53,2960
53,3325
53,3381
53,3407
53,4421
53,4496
53,4633
54,1345
54,1386
54,1930
54,3951
54,4395
54,4502
54,4886
55,109
55,601
55,1221
55,1238
55,1542
55,1621
55,1632
55,1900
55,2159
55,2569
55,3137
55,4910
55,4985
56,542
56,2264
56,2338
56,4299
57,127
57,369
57,985
57,1459
57,2256
57,2342
57,3165
57,3476
57,3624
57,4253
57,4498
57,4915
58,13
58,944
58,1384
58,1863
58,2088
58,2094
58,2235
58,2871
58,3383
58,4667
59,290
59,1025
59,1086
59,1222
59,1261
59,1579
59,1638
59,1762
59,1841
59,1967
59,2001
59,2129
59,2531
59,2763
60,591
60,643
60,2358
60,2679
60,2898
60,3149
60,3161
60,3258
60,3702
60,3836
60,4181
60,4362
60,4462
60,4935
61,143
61,185
61,638
61,900
61,992
61,1069
61,1746
61,1815
61,1973
61,3146
61,3386
61,3441
61,3508
61,3587
61,3632
61,3709
61,3743
61,4003
61,4088
61,4260
61,4816
61,4904
62,310
62,2086
62,2146
62,2361
62,2636
62,4105
62,4429
62,4691
63,205
63,529
63,612
63,690
63,1553
63,1870
63,2210
63,2506
63,2681
63,2872
63,3254
63,3570
63,4062
63,4527
63,4632
63,4820
63,4939
63,4962
64,342
64,527
64,977
64,1333
64,1696
64,2576
64,2668
64,2940
64,3075
64,3473
64,3750
64,3792
64,3890
64,3915
64,4013
64,4383
65,94
65,635
65,806
65,1167
65,1296
65,1761
65,2361
65,2425
65,3372
65,4029
65,4328
65,4665
65,4777
66,592
66,698
66,854
66,2057
66,3128
66,3225
66,3961
66,4260
66,4305
66,4609
67,162
67,388
67,1155
67,1198
67,1723
67,2040
67,2099
67,2394
67,2702
67,2853
67,2929
67,4141
67,4531
68,262
68,386
68,831
68,1191
68,1906
68,2067
68,2109
68,2637
68,3794
68,3897
68,4145
68,4406
69,320
69,486
69,873
69,1107
69,1204
69,1302
69,1985
69,2056
69,2965
69,3602
69,4176
69,4741
70,78
70,397
70,950
70,1070
70,1195
70,2537
70,2690
70,3061
70,3331
70,3836
70,3953
71,86
71,1111
71,1229
71,3540
71,3776
71,4024
71,4028
71,4381
71,4443
72,172
72,737
72,1252
72,1285
72,2058
72,2163
72,2572
72,2649
72,3869
72,4372
72,4390
72,4612
73,403
73,728
73,1976
73,2385
73,2821
73,4146
73,4427
74,660
74,1941
74,2034
74,2492
74,3496
74,4886
74,4913
75,36
75,485
75,979
75,1922
75,2051
75,2200
75,2238
75,3033
75,3549
75,3688
76,1212
76,1660
76,1981
76,2461
76,2522
76,2667
76,3098
76,3100
76,3128
76,3365
76,3671
77,231
77,544
77,753
77,1205
77,1680
77,1976
77,2271
77,2688
77,3054
77,3141
77,3281
77,3547
77,3837
77,4085
78,70
78,164
78,356
78,1542
78,1963
78,2051
78,2539
78,3729
78,4150
78,4417
78,4640
78,4775
78,4891
79,518
79,617
79,850
79,905
79,1230
79,1258
79,1641
79,1817
79,1876
79,1931
79,2653
79,2863
79,3162
79,3587
79,3817
79,4134
79,4294
79,4436
80,347
80,623
80,840
80,1002
80,1411
80,1590
80,1683
80,1793
80,2291
80,2323
80,2544
80,3245
80,3554
80,4121
80,4589
80,4974
81,857
81,2909
81,3192
81,4243
81,4529
81,4557
82,351
82,486
82,914
82,1234
82,2759
82,2911
82,4009
82,4549
82,4758
83,219
83,374
83,1013
83,1036
83,1555
83,1883
83,1954
83,2231
83,2771
83,2882
83,3347
83,3830
83,3910
83,4624
84,287
84,293
84,544
84,839
84,1101
84,1330
84,1416
84,2075
84,2560
84,2791
84,3140
84,3648
84,4321
85,587
85,705
85,840
85,918
85,1078
85,1773
85,2637
85,2710
85,2943
85,3293
85,3304
85,3672
85,3673
85,3698
85,3768
85,3798
85,3817
85,4005
86,71
86,193
86,702
86,1109
86,1721
86,1939
86,2269
86,3728
86,4143
86,4207
86,4277
86,4335
86,4431
87,219
87,838
87,1094
87,1597
87,1869
87,1920
87,2233
87,2358
87,2475
87,2669
87,3646
87,4083
87,4374
87,4805
87,4975
88,33
88,206
88,493
88,731
88,1433
88,1701
88,1972
88,2016
88,2450
88,2457
88,2643
88,2803
88,2806
88,2816
88,2966
88,3891
88,4726
89,653
89,993
89,1030
89,1200
89,1565
89,1918
89,2202
89,2379
89,2485
89,2534
89,2899
89,2946
89,3110
89,3505
89,4722
89,4861
89,4872
90,271
90,349
90,790
90,1009
90,1575
90,1697
90,2914
90,2922
90,2924
90,3086
90,3426
90,3731
90,3786
90,3900
90,4138
91,546
91,772
91,933
91,1827
91,2344
91,2590
91,2593
91,2860
91,2952
91,3005
91,3221
91,3652
91,3907
91,4250
91,4703
92,335
92,425
92,719
92,962
92,976
92,1169
92,1439
92,2102
92,2525
92,2702
92,3511
92,4249
92,4625
92,4648
92,4926
93,962
93,1192
93,1546
93,1599
93,1850
93,1924
93,2013
93,2093
93,2127
93,2285
93,2377
93,2874
93,3038
93,4063
93,4345
93,4403
93,4656
94,65
94,203
94,334
94,469
94,591
94,995
94,1049
94,2617
94,2660
94,2789
94,3617
94,3661
94,3886
94,4077
94,4251
95,190
95,577
95,595
95,660
95,1246
95,1620
95,2807
95,3603
95,4627
95,4776
95,4973
96,792
96,1614
96,2256
96,2619
96,3226
96,3542
96,3849
96,4069
96,4990
97,36
97,891
97,975
97,1054
97,1316
97,1507
97,1515
97,2253
97,2371
97,2509
97,3545
97,3932
97,4360
97,4823
98,364
98,856
98,1465
98,1475
98,1934
98,2164
98,2897
98,2947
98,3107
98,3182
98,3539
98,3838
98,4315
98,4420
98,4746
98,4767
98,4915
99,1658
99,2131
99,2555
99,2608
99,3169
99,3804
99,3889
99,4170
99,4302
99,4949
100,177
100,688
100,1088
100,1433
100,1670
100,1967
100,2275
100,2646
100,2910
100,2964
100,3115
100,3184
100,3777
100,3839
100,4479
100,4631
101,405
101,1319
101,2012
101,2369
101,3446
101,3720
101,4329
102,42
102,121
102,251
102,2152
102,2201
102,2726
102,3445
102,3877
102,4020
102,4085
102,4359
102,4748
102,4912
103,616
103,886
103,1208
103,1531
103,1884
103,2467
103,3064
103,3266
103,3392
103,4150
103,4272
104,128
104,265
104,365
104,580
104,659
104,677
104,822
104,1003
104,3042
104,3052
104,3147
104,3450
104,3500
104,4729
105,1396
105,1882
105,2006
105,2172
105,2846
105,3187
105,3344
105,4200
105,4458
105,4948
106,409
106,1761
106,2441
106,2601
106,2970
106,3589
106,4279
106,4720
106,4729
106,4944
107,1096
107,1144
107,1775
107,1904
107,2446
107,2595
107,2924
107,3099
107,3132
107,3246
107,3440
107,4289
107,4470
107,4856
108,855
108,904
108,1271
108,1494
108,1783
108,2804
108,3058
108,3872
108,4194
108,4738
108,4835
109,55
109,724
109,774
109,1250
109,3685
109,4667
109,4872
110,368
110,901
110,3757
110,4013
110,4188
110,4277
110,4728
110,4773
111,1097
111,1135
111,1867
111,2212
111,3072
111,3076
111,3099
111,3758
111,3806
111,4008
111,4124
111,4340
111,4420
111,4421
111,4957
112,1806
112,2445
112,3020
112,3039
112,4132
112,4237
112,4562
112,4674
112,4744
112,4964
113,680
113,728
113,941
113,1132
113,1207
113,1342
113,2377
113,2785
113,3332
113,3714
113,3948
113,4300
114,230
114,239
114,703
114,784
114,2401
114,2506
114,3232
114,3337
114,4028
114,4188
114,4767
114,4813
115,274
115,473
115,599
115,979
115,1045
115,1067
115,1378
115,1535
115,2194
115,2609
115,2620
115,2850
115,3402
115,3415
115,3670
115,3730
115,3799
115,4409
115,4512
115,4802
115,4865
116,246
116,286
116,1784
116,2662
116,3345
116,3365
116,3853
116,3936
116,4635
116,4959
117,351
117,484
